Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR011598:Myc-type, basic helix-loop-helix (bHLH) domain	3	5.263157894736842	0.03311401396363123	NEUROD2, ID1, HIF1A	53	113	20594	10.31591250626148	0.9978207936871253	1.0	1.0
UP_SEQ_FEATURE	domain:Helix-loop-helix motif	3	5.263157894736842	0.03342452156874977	NEUROD2, ID1, HIF1A	48	110	18012	10.23409090909091	0.9992587172465979	1.0	1.0
UP_KEYWORDS	Metal-binding	15	26.31578947368421	0.033581851523368955	KDM2A, ZFP617, SOD2, ACVR1B, GNS, ZBTB41, VAV1, SHH, PDP2, ZXDC, DPH3, ASXL2, CYP1A2, TIMP2, TRIM65	57	3395	22680	1.7580032555615843	0.9789305255340329	0.3794749222140692	0.3727585519093954
UP_SEQ_FEATURE	short sequence motif:BH3	2	3.508771929824561	0.03593076881987841	BCL2L11, MCL1	48	14	18012	53.607142857142854	0.9995724930956358	1.0	1.0
GOTERM_BP_DIRECT	GO:0030949~positive regulation of vascular endothelial growth factor receptor signaling pathway	2	3.508771929824561	0.03803779393782692	BMP4, HIF1A	51	14	18082	50.64985994397759	0.999999999999991	0.7930880036036914	0.7864313896645716
GOTERM_BP_DIRECT	GO:0051146~striated muscle cell differentiation	2	3.508771929824561	0.03803779393782692	SHH, MAPK14	51	14	18082	50.64985994397759	0.999999999999991	0.7930880036036914	0.7864313896645716
GOTERM_BP_DIRECT	GO:0050918~positive chemotaxis	2	3.508771929824561	0.04069985450149735	BMP4, CORO1A	51	15	18082	47.27320261437909	0.9999999999999991	0.8278946013231412	0.8209458456765442
SMART	SM00353:HLH	3	5.263157894736842	0.042058507313303045	NEUROD2, ID1, HIF1A	32	110	10425	8.884943181818182	0.861454219175545	1.0	1.0
GOTERM_BP_DIRECT	GO:0030324~lung development	3	5.263157894736842	0.04615140624642032	BMP4, SHH, CYP1A2	51	124	18082	8.577798861480076	1.0	0.8724075716601258	0.8650852059507482
GOTERM_CC_DIRECT	GO:0005739~mitochondrion	10	17.543859649122805	0.048039171795286	PDP2, BCL2L11, STAT3, UCP2, SOD2, MAPK14, TRAK1, FAM136A, MRPL45, MCL1	56	1721	19662	2.040134473312858	0.9902232761608214	1.0	1.0
GOTERM_BP_DIRECT	GO:0030182~neuron differentiation	3	5.263157894736842	0.048170107259773685	BTG2, KDM2A, ID1	51	127	18082	8.375173691523853	1.0	0.8724075716601258	0.8650852059507482
GOTERM_BP_DIRECT	GO:0048546~digestive tract morphogenesis	2	3.508771929824561	0.04864279379912444	SHH, HIF1A	51	18	18082	39.39433551198257	1.0	0.8724075716601258	0.8650852059507482
UP_SEQ_FEATURE	mutagenesis site	6	10.526315789473683	0.04975281943515292	PTP4A2, SHH, STAT3, SLCO2A1, MAPK14, VAV1	48	772	18012	2.9164507772020722	0.9999799849344508	1.0	1.0
GOTERM_BP_DIRECT	GO:0000122~negative regulation of transcription from RNA polymerase II promoter	6	10.526315789473683	0.05010336390126856	BMP4, BTG2, SHH, ASXL2, ID1, HIF1A	51	729	18082	2.918098926813524	1.0	0.8724075716601258	0.8650852059507482
GOTERM_BP_DIRECT	GO:0001822~kidney development	3	5.263157894736842	0.05022072341702781	BMP4, SHH, BCL2L11	51	130	18082	8.181900452488687	1.0	0.8724075716601258	0.8650852059507482
GOTERM_BP_DIRECT	GO:0021904~dorsal/ventral neural tube patterning	2	3.508771929824561	0.05127608987483489	BMP4, SHH	51	19	18082	37.32094943240454	1.0	0.8724075716601258	0.8650852059507482
GOTERM_BP_DIRECT	GO:0048598~embryonic morphogenesis	2	3.508771929824561	0.05127608987483489	BMP4, SHH	51	19	18082	37.32094943240454	1.0	0.8724075716601258	0.8650852059507482
GOTERM_BP_DIRECT	GO:0042307~positive regulation of protein import into nucleus	2	3.508771929824561	0.05127608987483489	SHH, MAPK14	51	19	18082	37.32094943240454	1.0	0.8724075716601258	0.8650852059507482
GOTERM_BP_DIRECT	GO:0042593~glucose homeostasis	3	5.263157894736842	0.05230261220983968	GPRC5B, STAT3, HIF1A	51	133	18082	7.997346306943831	1.0	0.8724075716601258	0.8650852059507482
GOTERM_BP_DIRECT	GO:0010468~regulation of gene expression	4	7.017543859649122	0.05335729693940701	BMP4, SHH, CYP1A2, HIF1A	51	308	18082	4.604532722179781	1.0	0.8725487381855969	0.8652251876252862
GOTERM_MF_DIRECT	GO:0046982~protein heterodimerization activity	5	8.771929824561402	0.05574798335078163	NEUROD2, LIFR, PKNOX1, HIF1A, MCL1	50	514	17446	3.394163424124514	0.9999347214148858	1.0	1.0
GOTERM_BP_DIRECT	GO:0006366~transcription from RNA polymerase II promoter	3	5.263157894736842	0.055840202071567945	STAT3, HIF1A, FOSL2	51	138	18082	7.707587382779199	1.0	0.8955909332247629	0.8880739829458979
GOTERM_MF_DIRECT	GO:0005539~glycosaminoglycan binding	2	3.508771929824561	0.05738647651011679	SHH, GNS	50	21	17446	33.23047619047619	0.9999512408728601	1.0	1.0
GOTERM_CC_DIRECT	GO:0005578~proteinaceous extracellular matrix	4	7.017543859649122	0.05851836113119348	COMP, BMP4, SHH, EMILIN2	56	316	19662	4.444394213381555	0.9965460635862458	1.0	1.0
GOTERM_BP_DIRECT	GO:0007178~transmembrane receptor protein serine/threonine kinase signaling pathway	2	3.508771929824561	0.061738029617105436	MAPK14, ACVR1B	51	23	18082	30.830349531116795	1.0	0.9122903211901339	0.9046332081825428
GOTERM_BP_DIRECT	GO:0016239~positive regulation of macroautophagy	2	3.508771929824561	0.061738029617105436	LARP1, HIF1A	51	23	18082	30.830349531116795	1.0	0.9122903211901339	0.9046332081825428
GOTERM_BP_DIRECT	GO:0008284~positive regulation of cell proliferation	5	8.771929824561402	0.06234466254493476	BMP4, SHH, STAT3, LIFR, HIF1A	51	542	18082	3.2707474133564864	1.0	0.9122903211901339	0.9046332081825428
UP_SEQ_FEATURE	DNA-binding region:Basic motif	3	5.263157894736842	0.0625393952199518	NEUROD2, HIF1A, FOSL2	48	156	18012	7.216346153846153	0.9999988674912358	1.0	1.0
GOTERM_BP_DIRECT	GO:0060441~epithelial tube branching involved in lung morphogenesis	2	3.508771929824561	0.0643357979600533	BMP4, SHH	51	24	18082	29.545751633986928	1.0	0.9122903211901339	0.9046332081825428
GOTERM_BP_DIRECT	GO:0048646~anatomical structure formation involved in morphogenesis	2	3.508771929824561	0.0643357979600533	BMP4, SHH	51	24	18082	29.545751633986928	1.0	0.9122903211901339	0.9046332081825428
GOTERM_BP_DIRECT	GO:0043065~positive regulation of apoptotic process	4	7.017543859649122	0.06529154585911978	MLLT11, BMP4, BCL2L11, HIF1A	51	335	18082	4.233421129645889	1.0	0.9122903211901339	0.9046332081825428
GOTERM_BP_DIRECT	GO:0048010~vascular endothelial growth factor receptor signaling pathway	2	3.508771929824561	0.06692651731517578	MAPK14, VAV1	51	25	18082	28.36392156862745	1.0	0.9122903211901339	0.9046332081825428
GOTERM_BP_DIRECT	GO:0048593~camera-type eye morphogenesis	2	3.508771929824561	0.06692651731517578	BMP4, HIF1A	51	25	18082	28.36392156862745	1.0	0.9122903211901339	0.9046332081825428
GOTERM_BP_DIRECT	GO:0002052~positive regulation of neuroblast proliferation	2	3.508771929824561	0.06951020641978609	SHH, HIF1A	51	26	18082	27.273001508295625	1.0	0.9122903211901339	0.9046332081825428
GOTERM_BP_DIRECT	GO:0050790~regulation of catalytic activity	2	3.508771929824561	0.06951020641978609	SOD2, HIF1A	51	26	18082	27.273001508295625	1.0	0.9122903211901339	0.9046332081825428
UP_KEYWORDS	Zinc	10	17.543859649122805	0.07053139013348078	SHH, KDM2A, ZXDC, DPH3, ASXL2, TIMP2, ZFP617, TRIM65, VAV1, ZBTB41	57	2099	22680	1.8956395275945939	0.9997426499922706	0.7245497350075754	0.7117258458923971
KEGG_PATHWAY	mmu05200:Pathways in cancer	4	7.017543859649122	0.07072932748291003	BMP4, SHH, STAT3, HIF1A	20	395	7691	3.8941772151898735	0.9978916271334444	1.0	1.0
GOTERM_BP_DIRECT	GO:0042476~odontogenesis	2	3.508771929824561	0.07208688396228603	BMP4, SHH	51	27	18082	26.26289034132171	1.0	0.9122903211901339	0.9046332081825428
GOTERM_BP_DIRECT	GO:0035902~response to immobilization stress	2	3.508771929824561	0.07208688396228603	CYP1A2, SOD2	51	27	18082	26.26289034132171	1.0	0.9122903211901339	0.9046332081825428
GOTERM_BP_DIRECT	GO:0008637~apoptotic mitochondrial changes	2	3.508771929824561	0.07208688396228603	SOD2, MCL1	51	27	18082	26.26289034132171	1.0	0.9122903211901339	0.9046332081825428
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	5	8.771929824561402	0.07219563692871563	COMP, BCL2L11, MAPK14, TNS4, MCL1	51	570	18082	3.110079119367045	1.0	0.9122903211901339	0.9046332081825428
GOTERM_MF_DIRECT	GO:0046872~metal ion binding	15	26.31578947368421	0.07412700121011961	KDM2A, ZFP617, SOD2, ACVR1B, GNS, ZBTB41, VAV1, SHH, PDP2, ZXDC, DPH3, ASXL2, CYP1A2, TIMP2, TRIM65	50	3355	17446	1.5599999999999998	0.9999975976383532	1.0	1.0
BIOCARTA	m_eponfkbPathway:Erythropoietin mediated neuroprotection through NF-kB	2	3.508771929824561	0.07445707329823006	SOD2, HIF1A	10	11	1289	23.436363636363637	0.9774351868814503	1.0	1.0
GOTERM_BP_DIRECT	GO:0051881~regulation of mitochondrial membrane potential	2	3.508771929824561	0.07465656858022965	UCP2, SOD2	51	28	18082	25.324929971988794	1.0	0.9293071372524109	0.9215071972514914
GOTERM_BP_DIRECT	GO:0071542~dopaminergic neuron differentiation	2	3.508771929824561	0.07721927886657057	SHH, HIF1A	51	29	18082	24.45165652467884	1.0	0.9470717437458802	0.939122700333145
GOTERM_BP_DIRECT	GO:0090200~positive regulation of release of cytochrome c from mitochondria	2	3.508771929824561	0.07977503337271429	MLLT11, BCL2L11	51	30	18082	23.636601307189544	1.0	0.950462540469196	0.9424850371319246
GOTERM_BP_DIRECT	GO:0051602~response to electrical stimulus	2	3.508771929824561	0.07977503337271429	BTG2, SOD2	51	30	18082	23.636601307189544	1.0	0.950462540469196	0.9424850371319246
GOTERM_BP_DIRECT	GO:0043029~T cell homeostasis	2	3.508771929824561	0.0823238505866686	BCL2L11, CORO1A	51	31	18082	22.874130297280203	1.0	0.9535846026289114	0.9455808949329852
GOTERM_BP_DIRECT	GO:0045664~regulation of neuron differentiation	2	3.508771929824561	0.0823238505866686	NEUROD2, TIMP2	51	31	18082	22.874130297280203	1.0	0.9535846026289114	0.9455808949329852
GOTERM_BP_DIRECT	GO:0048663~neuron fate commitment	2	3.508771929824561	0.084865748954445	BMP4, SHH	51	32	18082	22.159313725490197	1.0	0.9564599274055018	0.9484320862881894
GOTERM_BP_DIRECT	GO:0048678~response to axon injury	2	3.508771929824561	0.084865748954445	SHH, SOD2	51	32	18082	22.159313725490197	1.0	0.9564599274055018	0.9484320862881894
GOTERM_BP_DIRECT	GO:0035116~embryonic hindlimb morphogenesis	2	3.508771929824561	0.08740074687878696	BMP4, SHH	51	33	18082	21.48781937017231	1.0	0.9718963052921109	0.963738902250091
KEGG_PATHWAY	mmu05205:Proteoglycans in cancer	3	5.263157894736842	0.08838899200889416	STAT3, MAPK14, HIF1A	20	203	7691	5.683004926108374	0.9995792703628474	1.0	1.0
UP_KEYWORDS	Zinc-finger	8	14.035087719298245	0.0892858688663002	KDM2A, ZXDC, DPH3, ASXL2, ZFP617, TRIM65, VAV1, ZBTB41	57	1565	22680	2.0339667059021354	0.9999742857111797	0.7488974456399703	0.7356426235932453
GOTERM_CC_DIRECT	GO:0090575~RNA polymerase II transcription factor complex	2	3.508771929824561	0.09091866393519919	STAT3, HIF1A	56	34	19662	20.653361344537814	0.9998715725953615	1.0	1.0
GOTERM_BP_DIRECT	GO:0046777~protein autophosphorylation	3	5.263157894736842	0.09105137988503886	STK10, MAPK14, ACVR1B	51	183	18082	5.812279009964642	1.0	0.9991690897910843	0.9907827784858835
GOTERM_MF_DIRECT	GO:0070888~E-box binding	2	3.508771929824561	0.09128131888897655	NEUROD2, HIF1A	50	34	17446	20.52470588235294	0.9999998962116413	1.0	1.0
UP_KEYWORDS	Developmental protein	6	10.526315789473683	0.09240483666971513	BMP4, NEUROD2, SHH, SPRY4, ID1, MCL1	57	976	22680	2.446074201898188	0.9999825491924749	0.7488974456399703	0.7356426235932453
GOTERM_BP_DIRECT	GO:0034504~protein localization to nucleus	2	3.508771929824561	0.09245011475795754	BMP4, SHH	51	35	18082	20.259943977591035	1.0	1.0	0.992797118847539
