Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0007519~skeletal muscle tissue development	3	3.296703296703297	0.026606265193426536	MEF2C, DMD, FOXP2	80	58	18082	11.69094827586207	0.9999999999449488	1.0	1.0
GOTERM_BP_DIRECT	GO:0048666~neuron development	3	3.296703296703297	0.026606265193426536	MEF2C, NCAM1, VEGFA	80	58	18082	11.69094827586207	0.9999999999449488	1.0	1.0
GOTERM_BP_DIRECT	GO:0071560~cellular response to transforming growth factor beta stimulus	3	3.296703296703297	0.029209611116640583	MEF2C, SERPINE1, SOX6	80	61	18082	11.115983606557377	0.9999999999947288	1.0	1.0
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	6	6.593406593406594	0.03043333484537936	PPP3CA, MEF2C, SERPINE1, E2F1, CD28, VEGFA	80	399	18082	3.3988721804511273	0.999999999998254	1.0	1.0
GOTERM_CC_DIRECT	GO:0005829~cytosol	14	15.384615384615385	0.03282788773860064	TCF7L2, MEF2C, UBXN2A, CHM, FNDC3A, CPLX2, TYR, UBA1Y, PPP3CA, CCND1, INPP5D, BCL2, ULK1, LCP2	83	1784	19662	1.8590145334702035	0.9918239747289105	1.0	1.0
KEGG_PATHWAY	mmu04630:Jak-STAT signaling pathway	4	4.395604395604396	0.03424081233068779	CCND1, IL10RB, IFNGR2, IL5RA	39	145	7691	5.440141467727674	0.9862320791484019	0.404528342222126	0.404528342222126
GOTERM_BP_DIRECT	GO:0051549~positive regulation of keratinocyte migration	2	2.197802197802198	0.03442862852449652	SERPINE1, MMP9	80	8	18082	56.50625	0.9999999999999531	1.0	1.0
INTERPRO	IPR013783:Immunoglobulin-like fold	10	10.989010989010989	0.034815903640193546	CD300A, IL10RB, IFNGR2, CD28, IL5RA, UNC5C, NCAM1, NCAM2, FNDC3A, ZPBP	85	1099	20594	2.2045710003746724	0.9997826210758829	1.0	1.0
KEGG_PATHWAY	mmu05161:Hepatitis B	4	4.395604395604396	0.03484222943028667	CCND1, E2F1, BCL2, MMP9	39	146	7691	5.402880224798033	0.9872475883616699	0.404528342222126	0.404528342222126
GOTERM_BP_DIRECT	GO:0007275~multicellular organism development	10	10.989010989010989	0.035068481307628255	MEF2C, FZD8, LRP4, FOXK1, UNC5C, MBNL3, MCTP2, SOX6, EFNA5, VEGFA	80	1029	18082	2.196550048590865	0.9999999999999738	1.0	1.0
GOTERM_MF_DIRECT	GO:0003700~transcription factor activity, sequence-specific DNA binding	9	9.89010989010989	0.0354229389722846	TCF7L2, MEF2C, E2F1, PBX2, FOXK1, SOX6, ZFP300, ETS2, FOXP2	76	883	17446	2.3397210466710376	0.9996008705989136	1.0	1.0
GOTERM_BP_DIRECT	GO:0006355~regulation of transcription, DNA-templated	17	18.681318681318682	0.03589946936147148	TCF7L2, MEF2C, NUP133, PBX2, FOXK1, ETS2, FOXP2, MORF4L1, ZZZ3, MCIDAS, CCND1, E2F1, IGF2BP3, DMD, SOX6, ZFP300, SF1	80	2279	18082	1.6860136024572179	0.9999999999999877	1.0	1.0
GOTERM_BP_DIRECT	GO:0051607~defense response to virus	4	4.395604395604396	0.03673165017208683	IL10RB, IFNGR2, TAGAP, BCL2	80	167	18082	5.413772455089821	0.9999999999999942	1.0	1.0
KEGG_PATHWAY	mmu04390:Hippo signaling pathway	4	4.395604395604396	0.0379320259330531	TCF7L2, CCND1, SERPINE1, FZD8	39	151	7691	5.2239769060961105	0.9914037663474572	0.404528342222126	0.404528342222126
GOTERM_BP_DIRECT	GO:0031915~positive regulation of synaptic plasticity	2	2.197802197802198	0.03864906331238217	CPLX2, MMP9	80	9	18082	50.22777777777778	0.999999999999999	1.0	1.0
KEGG_PATHWAY	mmu05210:Colorectal cancer	3	3.296703296703297	0.03955177999532956	TCF7L2, CCND1, BCL2	39	64	7691	9.243990384615385	0.9930129059599414	0.404528342222126	0.404528342222126
GOTERM_CC_DIRECT	GO:0005634~nucleus	34	37.362637362637365	0.040139640705424195	HSPB6, UBXN2A, PRICKLE2, NEDD4L, FOXK1, ETS2, UBA1Y, PPP3CA, ALKBH5, BRIP1, MCIDAS, CCND1, E2F1, IGF2BP3, DMD, SOX6, MBNL3, TCF7L2, MEF2C, NUP133, PBX2, XPO7, TYR, FOXP2, ZPBP, VEGFA, MORF4L1, CPEB1, ZZZ3, CPD, CRAMP1L, BCL2, TSPYL5, SF1	83	6019	19662	1.3381480732699864	0.9972586775808283	1.0	1.0
KEGG_PATHWAY	mmu05212:Pancreatic cancer	3	3.296703296703297	0.04068243759369454	CCND1, E2F1, VEGFA	39	65	7691	9.101775147928995	0.993955301885179	0.404528342222126	0.404528342222126
GOTERM_BP_DIRECT	GO:0010469~regulation of receptor activity	2	2.197802197802198	0.042851283419313324	SERPINE1, P2RY1	80	10	18082	45.205	1.0	1.0	1.0
KEGG_PATHWAY	mmu05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC)	3	3.296703296703297	0.04298034818052028	TCF7L2, DMD, ITGA9	39	67	7691	8.8300803673938	0.9954994533399885	0.404528342222126	0.404528342222126
GOTERM_BP_DIRECT	GO:0050679~positive regulation of epithelial cell proliferation	3	3.296703296703297	0.043630771245114476	TCF7L2, FOXP2, VEGFA	80	76	18082	8.92203947368421	1.0	1.0	1.0
SMART	SM00060:FN3	4	4.395604395604396	0.04463521124905665	IL10RB, NCAM1, NCAM2, FNDC3A	55	153	10425	4.955436720142602	0.9590884294768917	1.0	1.0
UP_KEYWORDS	mRNA transport	3	3.296703296703297	0.044999812092723634	NUP133, XPO7, IGF2BP3	90	86	22680	8.790697674418604	0.9989516287600766	0.6779410070922913	0.668841127802462
KEGG_PATHWAY	mmu04514:Cell adhesion molecules (CAMs)	4	4.395604395604396	0.04521036674277366	CD28, NCAM1, NCAM2, ITGA9	39	162	7691	4.86926242481798	0.9966221024026185	0.404528342222126	0.404528342222126
GOTERM_BP_DIRECT	GO:0010468~regulation of gene expression	5	5.4945054945054945	0.045902901144059496	UBXN2A, BCL2, ULK1, DMD, SOX6	80	308	18082	3.669237012987013	1.0	1.0	1.0
KEGG_PATHWAY	mmu05166:HTLV-I infection	5	5.4945054945054945	0.04604387635048589	PPP3CA, CCND1, E2F1, FZD8, ETS2	39	276	7691	3.572556670382757	0.9969661561633709	0.404528342222126	0.404528342222126
KEGG_PATHWAY	mmu05206:MicroRNAs in cancer	5	5.4945054945054945	0.04604387635048589	CCND1, E2F1, BCL2, MMP9, VEGFA	39	276	7691	3.572556670382757	0.9969661561633709	0.404528342222126	0.404528342222126
INTERPRO	IPR015373:Interferon alpha/beta receptor, beta chain	2	2.197802197802198	0.04787554265811801	IL10RB, IFNGR2	85	12	20594	40.38039215686274	0.9999915061298681	1.0	1.0
UP_KEYWORDS	Transcription regulation	13	14.285714285714285	0.048268499844925095	TCF7L2, MEF2C, PBX2, FOXK1, ETS2, FOXP2, MORF4L1, ZZZ3, MCIDAS, CCND1, E2F1, SOX6, SF1	90	1799	22680	1.821011673151751	0.9993709978743403	0.6779410070922913	0.668841127802462
GOTERM_MF_DIRECT	GO:0003682~chromatin binding	6	6.593406593406594	0.050123385122208666	MORF4L1, TCF7L2, BRIP1, MEF2C, CRAMP1L, PBX2	76	466	17446	2.9556132821323695	0.9999857510946535	1.0	1.0
GOTERM_BP_DIRECT	GO:0033327~Leydig cell differentiation	2	2.197802197802198	0.05120138969982426	CCND1, SF1	80	12	18082	37.670833333333334	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	4	4.395604395604396	0.05183755867889108	ALKBH5, ACOT2, AGTRAP, VEGFA	80	192	18082	4.708854166666667	1.0	1.0	1.0
UP_KEYWORDS	Membrane	43	47.25274725274725	0.053509873131457886	PCDH10, SLC35D2, PRICKLE2, IL5RA, LRP4, NEDD4L, EFNA5, SLC1A7, TMEM69, PPP3CA, NEU3, FAM168B, TMEM245, CCND1, INPP5D, P2RY1, DMD, NCAM1, NCAM2, ENPP6, TMEM184C, CD300A, IL10RB, IFNGR2, ST8SIA3, AGTRAP, FZD8, UNC5C, FNDC3A, TYR, ZPBP, VEGFA, CPEB1, TMEM236, PCDHB17, CPD, RASA2, CD28, BCL2, CD69, MCTP2, SYNB, ITGA9	90	8683	22680	1.247955775653576	0.9997237532855484	0.6779410070922913	0.668841127802462
GOTERM_BP_DIRECT	GO:0030154~cell differentiation	8	8.791208791208792	0.05391234407704256	ALKBH5, MEF2C, LRP4, NEDD4L, FOXK1, EFNA5, CPLX2, VEGFA	80	780	18082	2.3182051282051286	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0033555~multicellular organismal response to stress	2	2.197802197802198	0.055349430111458514	PPP3CA, NCAM1	80	13	18082	34.77307692307692	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0033197~response to vitamin E	2	2.197802197802198	0.055349430111458514	MEF2C, CCND1	80	13	18082	34.77307692307692	1.0	1.0	1.0
KEGG_PATHWAY	mmu05152:Tuberculosis	4	4.395604395604396	0.055410269991573155	PPP3CA, IL10RB, IFNGR2, BCL2	39	176	7691	4.481934731934731	0.9990986032465211	0.4438334481812336	0.4438334481812336
KEGG_PATHWAY	mmu05416:Viral myocarditis	3	3.296703296703297	0.0577344322837377	CCND1, CD28, DMD	39	79	7691	7.4888023369036025	0.9993342387196058	0.4438334481812336	0.4438334481812336
GOTERM_BP_DIRECT	GO:0060070~canonical Wnt signaling pathway	3	3.296703296703297	0.057830373353412234	TCF7L2, CCND1, FZD8	80	89	18082	7.618820224719101	1.0	1.0	1.0
UP_SEQ_FEATURE	topological domain:Extracellular	16	17.582417582417584	0.058461031653162854	CD300A, IL10RB, SLC35D2, IL5RA, FZD8, LRP4, AGTRAP, UNC5C, SLC1A7, CPD, P2RY1, CD28, NCAM1, CD69, NCAM2, ENPP6	79	2256	18012	1.6170212765957448	0.9999999993818678	1.0	1.0
UP_KEYWORDS	Acetylation	19	20.87912087912088	0.05862325484420218	MEF2C, NUP133, XPO7, FOXK1, FNDC3A, BICD2, KIF15, MORF4L1, PPP3CA, ALKBH5, FAM168B, TMEM245, BRIP1, ZZZ3, RASA2, ACOT2, E2F1, SF1, METAP2	90	3125	22680	1.5321599999999997	0.9998767586655305	0.6779410070922913	0.668841127802462
UP_KEYWORDS	Repressor	6	6.593406593406594	0.05906841033194961	TCF7L2, CPEB1, CCND1, FOXK1, FOXP2, SF1	90	534	22680	2.831460674157303	0.9998851451505607	0.6779410070922913	0.668841127802462
UP_KEYWORDS	Transcription	13	14.285714285714285	0.05914921538389119	TCF7L2, MEF2C, PBX2, FOXK1, ETS2, FOXP2, MORF4L1, ZZZ3, MCIDAS, CCND1, E2F1, SOX6, SF1	90	1859	22680	1.7622377622377623	0.9998866055074177	0.6779410070922913	0.668841127802462
GOTERM_MF_DIRECT	GO:0008134~transcription factor binding	5	5.4945054945054945	0.05971495470342637	TCF7L2, CCND1, E2F1, BCL2, PBX2	76	342	17446	3.356032625423207	0.999998424864995	1.0	1.0
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	28	30.76923076923077	0.059929354189307046	LRP4, NEDD4L, EFNA5, SLC1A7, ETS2, BICD2, PPP3CA, NEU3, FAM168B, INPP5D, P2RY1, DMD, NCAM1, NCAM2, ENPP6, CD300A, IL10RB, IFNGR2, AGTRAP, FZD8, UNC5C, VEGFA, CPEB1, PCDHB17, CPD, RASA2, CD28, METAP2	83	4874	19662	1.3608871266765872	0.9998635068605585	1.0	1.0
UP_SEQ_FEATURE	zinc finger region:ZZ-type	2	2.197802197802198	0.06304789769399764	ZZZ3, DMD	79	15	18012	30.4	0.9999999998892047	1.0	1.0
GOTERM_BP_DIRECT	GO:0042060~wound healing	3	3.296703296703297	0.06366481462557136	SERPINE1, FGFR1OP2, ITGA9	80	94	18082	7.213563829787234	1.0	1.0	1.0
KEGG_PATHWAY	mmu05222:Small cell lung cancer	3	3.296703296703297	0.06433517160173417	CCND1, E2F1, BCL2	39	84	7691	7.043040293040293	0.9997195874319893	0.4651445606399911	0.4651445606399911
GOTERM_BP_DIRECT	GO:0016055~Wnt signaling pathway	4	4.395604395604396	0.0664999797976799	TCF7L2, CCND1, FZD8, LRP4	80	213	18082	4.244600938967137	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0045779~negative regulation of bone resorption	2	2.197802197802198	0.06768641905615606	INPP5D, VEGFA	80	16	18082	28.253125	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0031965~nuclear membrane	4	4.395604395604396	0.06859290224103567	BRIP1, NUP133, BCL2, PRICKLE2	83	226	19662	4.19277108433735	0.999964017261577	1.0	1.0
INTERPRO	IPR000433:Zinc finger, ZZ-type	2	2.197802197802198	0.07095679044972882	ZZZ3, DMD	85	18	20594	26.920261437908493	0.999999975308505	1.0	1.0
GOTERM_BP_DIRECT	GO:0030224~monocyte differentiation	2	2.197802197802198	0.0717632912368595	MEF2C, VEGFA	80	17	18082	26.591176470588238	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0050731~positive regulation of peptidyl-tyrosine phosphorylation	3	3.296703296703297	0.07214979926219352	LRP4, EFNA5, VEGFA	80	101	18082	6.713613861386139	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0009311~oligosaccharide metabolic process	2	2.197802197802198	0.07582256054225854	ST8SIA3, GLA	80	18	18082	25.11388888888889	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0014898~cardiac muscle hypertrophy in response to stress	2	2.197802197802198	0.07582256054225854	PPP3CA, MEF2C	80	18	18082	25.11388888888889	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0030889~negative regulation of B cell proliferation	2	2.197802197802198	0.07582256054225854	CD300A, INPP5D	80	18	18082	25.11388888888889	1.0	1.0	1.0
KEGG_PATHWAY	mmu05205:Proteoglycans in cancer	4	4.395604395604396	0.07790282605071694	CCND1, FZD8, MMP9, VEGFA	39	203	7691	3.885815334091196	0.9999534914293616	0.4651445606399911	0.4651445606399911
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	22	24.175824175824175	0.07792163689937212	CD300A, IL10RB, SERPINE1, ST8SIA3, IL5RA, FZD8, LRP4, UNC5C, EFNA5, TYR, SLC1A7, MMP9, ZPBP, VEGFA, CPD, P2RY1, CD28, NCAM1, CD69, NCAM2, ENPP6, GLA	79	3563	18012	1.4078024136963234	0.9999999999996034	1.0	1.0
GOTERM_MF_DIRECT	GO:0044212~transcription regulatory region DNA binding	4	4.395604395604396	0.0789644517060426	TCF7L2, MEF2C, E2F1, SOX6	76	233	17446	3.940817709509826	0.9999999822998403	1.0	1.0
GOTERM_BP_DIRECT	GO:2000045~regulation of G1/S transition of mitotic cell cycle	2	2.197802197802198	0.0798643020007067	CCND1, E2F1	80	19	18082	23.792105263157893	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0048255~mRNA stabilization	2	2.197802197802198	0.0798643020007067	E2F1, VEGFA	80	19	18082	23.792105263157893	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0010039~response to iron ion	2	2.197802197802198	0.0798643020007067	CCND1, BCL2	80	19	18082	23.792105263157893	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0060749~mammary gland alveolus development	2	2.197802197802198	0.0798643020007067	CCND1, VEGFA	80	19	18082	23.792105263157893	1.0	1.0	1.0
